address,full_address,HDB_latitude,HDB_longitude,Nearest_MRT_ID,Nearest_MRT,MRT_latitude,MRT_longitude,Nearest_bus_stop_ID,Nearest_bus_stop,bus_stop_latitude,bus_stop_longitude,Distance_m_Nearest_MRT,Distance_m_Nearest_bus_stop
309 ANG MO KIO AVE 1,309 ANG MO KIO AVENUE 2 HORIZON GARDENS SINGAPORE 569953,1.377016516,103.8347334,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,56259,HORIZON GDNS,1.37684444,103.8348403,567.4519532,22.43854649
216 ANG MO KIO AVE 1,216 ANG MO KIO AVENUE 1 ANG MO KIO 22 SINGAPORE 560216,1.366196788,103.841505,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,54611,BLK 220,1.3648947,103.8405742,852.3984155,177.371608
211 ANG MO KIO AVE 3,211 ANG MO KIO AVENUE 3 SINGAPORE 560211,1.369196966,103.8416666,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,54231,BLK 129,1.36966012,103.8419391,632.7405018,59.51797317
202 ANG MO KIO AVE 3,202 ANG MO KIO AVENUE 3 ANG MO KIO VIEW SINGAPORE 560202,1.36844644,103.8445163,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54239,BLK 209,1.36918609,103.8433202,584.7349356,156.234512
235 ANG MO KIO AVE 3,235 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560235,1.366823609,103.8364912,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,54621,BLK 223,1.36595331,103.8377307,618.3263966,168.1933689
232 ANG MO KIO AVE 3,232 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560232,1.368346068,103.837196,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,54219,OPP MAYFLOWER SEC SCH,1.36880777,103.836794,448.6632965,67.88474353
308 ANG MO KIO AVE 1,308C ANG MO KIO AVENUE 1 TECK GHEE VISTA SINGAPORE 563308,1.36569665,103.8443473,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54019,BLK 307A,1.36618666,103.8441833,742.1182568,57.17309625
220 ANG MO KIO AVE 1,220 ANG MO KIO AVENUE 1 ANG MO KIO GROVE SINGAPORE 560220,1.365588336,103.8405189,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,54611,BLK 220,1.3648947,103.8405742,850.9979912,76.94497729
219 ANG MO KIO AVE 1,219 ANG MO KIO AVENUE 1 ANG MO KIO GROVE SINGAPORE 560219,1.36598198,103.840654,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,54611,BLK 220,1.3648947,103.8405742,820.1949629,120.5536849
320 ANG MO KIO AVE 1,320 ANG MO KIO AVENUE 1 STAR LEARNERS @ ANG MO KIO PTE. LTD. SINGAPORE 560320,1.365592446,103.8483867,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54081,TECK GHEE CT,1.36358972,103.8478669,489.8594666,228.880924
223 ANG MO KIO AVE 1,223 ANG MO KIO AVENUE 1 SINGAPORE 560223,1.366048084,103.8381227,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,54621,BLK 223,1.36595331,103.8377307,713.9204671,44.86490058
230 ANG MO KIO AVE 3,230 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560230,1.368854452,103.8378964,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,54219,OPP MAYFLOWER SEC SCH,1.36880777,103.836794,405.4705442,122.7979238
329 ANG MO KIO AVE 3,329 ANG MO KIO AVENUE 3 ANG MO KIO 31 SINGAPORE 560329,1.366599086,103.8468744,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54247,BLK 322,1.36873836,103.8471931,469.4926004,239.1935233
313 ANG MO KIO AVE 3,313 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560313,1.366649726,103.8501337,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54331,BLK 346,1.36719473,103.8505685,359.9055249,77.28250047
117 ANG MO KIO AVE 4,117 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560117,1.373717083,103.8356105,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,54191,MAYFLOWER STN EXIT 2,1.37447193,103.837564,208.9022564,232.8769647
110 ANG MO KIO AVE 4,110 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560110,1.37045937,103.8374193,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,54189,MAYFLOWER STN EXIT 5,1.37046966,103.8367907,220.3745173,69.96146388
343 ANG MO KIO AVE 3,343 ANG MO KIO AVENUE 3 MY FIRST SKOOL SINGAPORE 560343,1.368374748,103.8491511,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54009,ANG MO KIO INT,1.36968769,103.8485672,170.6729105,159.0593974
345 ANG MO KIO AVE 3,345 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560345,1.367487025,103.8496517,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54331,BLK 346,1.36719473,103.8505685,262.1332356,107.0203889
346 ANG MO KIO AVE 3,346 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560346,1.367095869,103.8496623,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54331,BLK 346,1.36719473,103.8505685,305.4011855,101.4343986
121 ANG MO KIO AVE 3,121 ANG MO KIO AVENUE 3 SINGAPORE 560121,1.369705635,103.843516,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54239,BLK 209,1.36918609,103.8433202,675.0895137,61.44428832
129 ANG MO KIO AVE 3,129 ANG MO KIO AVENUE 3 YIO CHU KANG VILLE SINGAPORE 560129,1.369894989,103.842059,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,54231,BLK 129,1.36966012,103.8419391,632.0087148,29.19845107
130 ANG MO KIO AVE 3,130 ANG MO KIO AVENUE 3 YIO CHU KANG VILLE SINGAPORE 560130,1.370397917,103.8418788,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,54231,BLK 129,1.36966012,103.8419391,591.0803148,81.85727937
128 ANG MO KIO AVE 3,128 ANG MO KIO AVENUE 3 SINGAPORE 560128,1.370832028,103.843547,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54239,BLK 209,1.36918609,103.8433202,680.0413987,183.7420526
127 ANG MO KIO AVE 3,127 ANG MO KIO AVENUE 3 SINGAPORE 560127,1.371223221,103.8435933,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54239,BLK 209,1.36918609,103.8433202,683.2026429,227.2974509
126 ANG MO KIO AVE 3,126 ANG MO KIO AVENUE 3 SINGAPORE 560126,1.3716499,103.8436442,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54039,BEF AL-MUTTAQIN MQUE,1.37091786,103.8456365,689.735332,236.032477
403 ANG MO KIO AVE 10,403 ANG MO KIO AVENUE 10 SINGAPORE 560403,1.361269015,103.8546424,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54371,BLK 409 MKT/FC,1.36238306,103.8556828,1104.103906,169.0611816
404 ANG MO KIO AVE 10,404 ANG MO KIO AVENUE 10 SINGAPORE 560404,1.361677671,103.8547265,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54371,BLK 409 MKT/FC,1.36238306,103.8556828,1070.468837,131.9505819
405 ANG MO KIO AVE 10,405 ANG MO KIO AVENUE 10 SINGAPORE 560405,1.361579127,103.8538054,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54319,OPP CHRIST THE KING CH,1.36205969,103.8530548,1028.992225,99.00027173
417 ANG MO KIO AVE 10,417 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560417,1.364959533,103.8551971,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54381,BLK 443,1.36574167,103.8560862,827.0063213,131.4127346
418 ANG MO KIO AVE 10,418 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560418,1.364946014,103.8540434,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54329,BLK 420,1.36449772,103.8524798,735.8892374,180.92968
419 ANG MO KIO AVE 10,419 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560419,1.365346697,103.8541518,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54329,BLK 420,1.36449772,103.8524798,712.3978993,208.4101965
441 ANG MO KIO AVE 10,441 ANG MO KIO AVENUE 10 SINGAPORE 560441,1.366050278,103.8541683,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54381,BLK 443,1.36574167,103.8560862,661.6964093,216.1467488
442 ANG MO KIO AVE 10,442 ANG MO KIO AVENUE 10 SINGAPORE 560442,1.365653269,103.8552322,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54381,BLK 443,1.36574167,103.8560862,782.0787882,95.53805675
443 ANG MO KIO AVE 10,443 ANG MO KIO AVENUE 10 SINGAPORE 560443,1.366043889,103.855369,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54381,BLK 443,1.36574167,103.8560862,769.8999676,86.5261907
444 ANG MO KIO AVE 10,444 ANG MO KIO AVENUE 10 SINGAPORE 560444,1.366600453,103.8555788,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54381,BLK 443,1.36574167,103.8560862,758.4656737,110.478874
450 ANG MO KIO AVE 10,450 ANG MO KIO AVENUE 10 CHONG BOON CENTRE SINGAPORE 560450,1.368484062,103.8554681,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54289,BLK 452,1.36914824,103.8559882,672.587215,93.50641434
435 ANG MO KIO AVE 10,435 ANG MO KIO AVENUE 10 CHENG SAN COMMUNITY CLUB (TEMP OFFICE) SINGAPORE 560435,1.367661163,103.8543075,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54279,BLK 427,1.36968919,103.8540476,579.3890998,226.1065068
433 ANG MO KIO AVE 10,433 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560433,1.368076523,103.854353,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54279,BLK 427,1.36968919,103.8540476,566.4411156,181.5305549
434 ANG MO KIO AVE 10,434 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560434,1.367891507,103.853455,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54279,BLK 427,1.36968919,103.8540476,482.8597326,209.4331562
424 ANG MO KIO AVE 3,424 ANG MO KIO AVENUE 3 CHONG BOON VIEW SINGAPORE 560424,1.368606603,103.8508088,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54269,OPP ANG MO KIO STN,1.369296,103.8511063,194.4096977,83.10935439
425 ANG MO KIO AVE 3,425 ANG MO KIO AVENUE 3 CHONG BOON VIEW SINGAPORE 560425,1.369122417,103.8516161,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54269,OPP ANG MO KIO STN,1.369296,103.8511063,240.6647063,59.89340059
466 ANG MO KIO AVE 10,466 ANG MO KIO AVENUE 10 PCF SPARKLETOTS PRESCHOOL @ TECK GHEE BLK 466 (KN) SINGAPORE 560466,1.365819605,103.8570616,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54389,BLK 465,1.36638973,103.8566054,944.6953509,80.94520247
471 ANG MO KIO AVE 10,471 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560471,1.363466006,103.8567029,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54379,BLK 475,1.36288998,103.855948,1061.906489,105.4234583
474 ANG MO KIO AVE 10,474 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560474,1.362757847,103.8580153,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,66201,OPP BROCKHAMPTON DR,1.36208638,103.8596653,1223.649461,198.0651516
570 ANG MO KIO AVE 3,570 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560570,1.369743586,103.8560231,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54281,BLK 570,1.36949025,103.8560128,717.1144719,28.03618471
586 ANG MO KIO AVE 3,586 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560586,1.37030353,103.8534559,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54271,BLK 586,1.36996326,103.8535666,434.1296175,39.59225334
465 ANG MO KIO AVE 10,465 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560465,1.366201041,103.857201,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54389,BLK 465,1.36638973,103.8566054,939.4926702,69.49257663
463 ANG MO KIO AVE 10,463 ANG MO KIO AVENUE 10 SINGAPORE 560463,1.366947935,103.8574876,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54389,BLK 465,1.36638973,103.8566054,936.9197778,115.971641
564 ANG MO KIO AVE 3,564 ANG MO KIO AVENUE 3 SINGAPORE 560564,1.369848376,103.8594041,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54291,BLK 564,1.36918861,103.8588615,1093.270343,94.70455198
560 ANG MO KIO AVE 10,560 ANG MO KIO AVENUE 10 SINGAPORE 560560,1.370816268,103.8591923,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54429,BLK 561,1.3703466,103.8581855,1074.949732,123.4932578
558 ANG MO KIO AVE 10,558 ANG MO KIO AVENUE 10 SINGAPORE 560558,1.371236133,103.859192,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54429,BLK 561,1.3703466,103.8581855,1080.487901,149.0661267
559 ANG MO KIO AVE 10,559 ANG MO KIO AVENUE 10 CHENG SAN PLACE SINGAPORE 560559,1.370998107,103.8578564,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54429,BLK 561,1.3703466,103.8581855,929.6386425,80.81676995
538 ANG MO KIO AVE 5,538 ANG MO KIO AVENUE 5 CHENG SAN VIEW SINGAPORE 560538,1.375593367,103.8533478,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54479,BLK 538,1.37579335,103.8532004,760.3859656,27.53048876
534 ANG MO KIO AVE 10,534 ANG MO KIO AVENUE 10 CHENG SAN VIEW SINGAPORE 560534,1.374058463,103.8541682,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54571,BLK 532,1.37425472,103.8549193,690.3361799,86.36249469
601 ANG MO KIO AVE 5,601 ANG MO KIO AVENUE 5 MY FIRST SKOOL SINGAPORE 560601,1.381041348,103.8351317,TE5,LENTOR MRT STATION,1.384816688,103.8365694,55121,OPP BLK 604,1.37964554,103.8350479,447.0686685,154.6230553
603 ANG MO KIO AVE 5,603 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560603,1.38020079,103.8357557,TE5,LENTOR MRT STATION,1.384816688,103.8365694,55129,BLK 604,1.37944238,103.8354815,518.3733104,89.23890743
604 ANG MO KIO AVE 5,604 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560604,1.379866581,103.8359767,TE5,LENTOR MRT STATION,1.384816688,103.8365694,55129,BLK 604,1.37944238,103.8354815,551.3176643,72.36534113
608 ANG MO KIO AVE 5,608 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560608,1.3785821,103.8367603,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,55129,BLK 604,1.37944238,103.8354815,684.3381924,171.1752451
611 ANG MO KIO AVE 5,611 ANG MO KIO AVENUE 5 PCF SPARKLETOTS PRESCHOOL @ YIO CHU KANG BLK 611 (KN) SINGAPORE 560611,1.378292052,103.8372519,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,55119,BLK 617,1.3772853,103.8378471,652.781796,129.5353535
505 ANG MO KIO AVE 8,505 ANG MO KIO AVENUE 8 CHENG SAN CREST SINGAPORE 560505,1.37485973,103.8502249,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54449,OPP BLK 507,1.3746081,103.8508896,557.8550246,79.02747184
503 ANG MO KIO AVE 5,503 ANG MO KIO AVENUE 5 CHENG SAN CREST SINGAPORE 560503,1.375461631,103.848942,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54349,BLK 504,1.37477333,103.8481053,623.8360807,120.2641322
610 ANG MO KIO AVE 4,610 ANG MO KIO AVENUE 4 THE SALVATION ARMY ANG MO KIO CHILD CARE CENTRE SINGAPORE 560610,1.379394703,103.8391572,TE5,LENTOR MRT STATION,1.384816688,103.8365694,55131,BLK 612,1.379006,103.8397,665.1170957,74.13726925
607 ANG MO KIO AVE 4,607 ANG MO KIO AVENUE 4 YIO CHU KANG GREEN SINGAPORE 560607,1.380467587,103.8388167,TE5,LENTOR MRT STATION,1.384816688,103.8365694,55141,OPP BLK 622,1.38151305,103.8390206,542.0463426,117.8069233
524 ANG MO KIO AVE 5,524 ANG MO KIO AVENUE 5 SINGAPORE 560524,1.373378294,103.8530425,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54409,Jing Shan Pr Sch,1.37270833,103.8521389,547.8135383,124.9027918
513 ANG MO KIO AVE 8,513 ANG MO KIO AVENUE 8 CHENG SAN CREST SINGAPORE 560513,1.372736969,103.8501949,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54401,BLK 522,1.37294668,103.8516353,325.7606934,161.9718384
643 ANG MO KIO AVE 5,643 ANG MO KIO AVENUE 5 ANG MO KIO 61 SINGAPORE 560643,1.377506269,103.8405572,NS15,YIO CHU KANG MRT STATION,1.381727313,103.8449606,54451,BLK 643,1.37723501,103.8405965,676.7495566,30.31082744
542 ANG MO KIO AVE 10,542 ANG MO KIO AVENUE 10 CHENG SAN GREEN SINGAPORE 560542,1.374738413,103.8558768,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54489,OPP ITE COLLEGE CTRL,1.37566138,103.8557967,884.5377058,102.4459472
548 ANG MO KIO AVE 10,548 ANG MO KIO AVENUE 10 CHENG SAN PLACE SINGAPORE 560548,1.372913763,103.8570461,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54439,BLK 549,1.37328474,103.8571539,896.9909057,42.7381031
550 ANG MO KIO AVE 10,550 ANG MO KIO AVENUE 10 SINGAPORE 560550,1.373607695,103.8582049,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54439,BLK 549,1.37328474,103.8571539,1045.601659,122.2966594
639 ANG MO KIO AVE 6,639 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560639,1.379934071,103.842463,NS15,YIO CHU KANG MRT STATION,1.381727313,103.8449606,55199,BLK 645,1.37952476,103.8426632,341.4307087,50.44563943
637 ANG MO KIO AVE 6,637 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560637,1.380361872,103.8423346,NS15,YIO CHU KANG MRT STATION,1.381727313,103.8449606,55199,BLK 645,1.37952476,103.8426632,328.93862,99.52503407
330 ANG MO KIO AVE 1,330 ANG MO KIO AVENUE 1 TECK GHEE VIEW SINGAPORE 560330,1.362431864,103.8510307,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54091,BLK 331,1.36167975,103.850928,836.703715,83.9467715
333 ANG MO KIO AVE 1,333 ANG MO KIO AVENUE 1 TECK GHEE VIEW SINGAPORE 560333,1.361342556,103.8516986,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54099,OPP BLK 333,1.36118777,103.8510481,970.503699,74.39418552
156 ANG MO KIO AVE 4,156 ANG MO KIO AVENUE 4 YIO CHU KANG GROVE SINGAPORE 560156,1.375495196,103.8399475,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,54201,OPP BLK 155,1.37608498,103.8392761,478.0252996,99.17271396
152 ANG MO KIO AVE 5,152 ANG MO KIO AVENUE 5 YIO CHU KANG GROVE SINGAPORE 560152,1.376687626,103.8401595,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,54451,BLK 643,1.37723501,103.8405965,593.7513453,77.64087404
178 ANG MO KIO AVE 4,178 ANG MO KIO AVENUE 4 KEBUN BARU LINK 2 SINGAPORE 560178,1.376193199,103.8370382,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,55111,BLK 180,1.37695556,103.8377737,419.959019,117.4969843
180 ANG MO KIO AVE 5,180 ANG MO KIO AVENUE 5 KEBUN BARU LINK 2 SINGAPORE 560180,1.376677065,103.838361,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,55111,BLK 180,1.37695556,103.8377737,498.6291735,72.25247024
209 ANG MO KIO AVE 3,209 ANG MO KIO AVENUE 3 SINGAPORE 560209,1.368970796,103.8432845,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54239,BLK 209,1.36918609,103.8433202,707.4592691,24.13444573
231 ANG MO KIO AVE 3,231 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560231,1.368561036,103.8375252,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,54219,OPP MAYFLOWER SEC SCH,1.36880777,103.836794,428.8357604,85.83083098
254 ANG MO KIO AVE 4,254 ANG MO KIO AVENUE 4 KEBUN BARU VIEW SINGAPORE 560254,1.37020344,103.8346877,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,54169,BLK 255,1.37089833,103.8347669,349.7455386,77.34178098
103 ANG MO KIO AVE 3,103 ANG MO KIO AVENUE 3 KEBUN BARU HEIGHTS SINGAPORE 560103,1.371016578,103.8393048,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,54221,OPP ANG MO KIO PR SCH,1.36995608,103.8395934,302.9797105,121.583605
105 ANG MO KIO AVE 4,105 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560105,1.372313283,103.8376011,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,54199,BEF MAYFLOWER STN EXIT 3,1.3743,103.8376728,72.75041587,219.8258057
344 ANG MO KIO AVE 3,344 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560344,1.367977051,103.8492648,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54339,BLK 422,1.3678447,103.8505797,210.7732562,147.0581204
324 ANG MO KIO AVE 3,324 ANG MO KIO AVENUE 3 ANG MO KIO 31 SINGAPORE 560324,1.368333922,103.8468792,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54248,BLK 324,1.3687549,103.8466101,344.5399356,55.35332212
120 ANG MO KIO AVE 3,120 ANG MO KIO AVENUE 3 SINGAPORE 560120,1.370047397,103.8445948,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54031,OPP AL-MUTTAQIN MQUE,1.37008641,103.8453411,555.2268253,83.16721197
124 ANG MO KIO AVE 6,124 ANG MO KIO AVENUE 6 SINGAPORE 560124,1.370891793,103.8447683,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54039,BEF AL-MUTTAQIN MQUE,1.37091786,103.8456365,547.6147033,96.6630868
414 ANG MO KIO AVE 10,414 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560414,1.363904664,103.8539138,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54321,BLK 354,1.36398467,103.8523779,815.9159727,171.161828
438 ANG MO KIO AVE 10,438 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560438,1.366970817,103.8539066,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54381,BLK 443,1.36574167,103.8560862,577.6059242,278.0426111
427 ANG MO KIO AVE 3,427 ANG MO KIO AVENUE 3 CHONG BOON HEIGHTS SINGAPORE 560427,1.369311859,103.8545506,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54279,BLK 427,1.36968919,103.8540476,556.4039825,69.81656793
428 ANG MO KIO AVE 3,428 ANG MO KIO AVENUE 3 CHONG BOON HEIGHTS SINGAPORE 560428,1.368939065,103.8544123,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54279,BLK 427,1.36968919,103.8540476,547.2298973,92.34259114
473 ANG MO KIO AVE 10,473 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560473,1.363053809,103.856846,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54379,BLK 475,1.36288998,103.855948,1104.372372,101.5610305
573 ANG MO KIO AVE 3,573 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560573,1.37056144,103.8548231,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54279,BLK 427,1.36968919,103.8540476,588.6427993,129.4246499
585 ANG MO KIO AVE 3,585 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560585,1.370597561,103.852367,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54271,BLK 586,1.36996326,103.8535666,320.7667966,150.8078053
456 ANG MO KIO AVE 10,456 ANG MO KIO AVENUE 10 TECK GHEE GRANDEUR SINGAPORE 560456,1.36716072,103.8586585,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54299,OPP BLK 565,1.36890152,103.8583266,1053.353937,196.0014562
544 ANG MO KIO AVE 10,544 ANG MO KIO AVENUE 10 CHENG SAN GREEN SINGAPORE 560544,1.373959619,103.8564714,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54439,BLK 549,1.37328474,103.8571539,891.0479409,106.4768825
640 ANG MO KIO AVE 6,640 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560640,1.38003436,103.8436067,NS15,YIO CHU KANG MRT STATION,1.381727313,103.8449606,55209,ANDERSON JC,1.379933,103.844544,240.302291,104.9101031
638 ANG MO KIO AVE 6,638 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560638,1.380475596,103.8435678,NS15,YIO CHU KANG MRT STATION,1.381727313,103.8449606,55181,OPP YIO CHU KANG STN,1.38143251,103.8438923,207.8033675,111.8035464
646 ANG MO KIO AVE 6,646 ANG MO KIO AVENUE 6 ANG MO KIO 61 SINGAPORE 560646,1.379395177,103.8437636,NS15,YIO CHU KANG MRT STATION,1.381727313,103.8449606,55209,ANDERSON JC,1.379933,103.844544,290.2500247,105.2584845
150 ANG MO KIO AVE 5,150 ANG MO KIO AVENUE 5 YIO CHU KANG GROVE SINGAPORE 560150,1.376806785,103.842018,NS15,YIO CHU KANG MRT STATION,1.381727313,103.8449606,54459,BLK 151,1.37693336,103.841201,635.0355662,91.99506818
179 ANG MO KIO AVE 5,179 ANG MO KIO AVENUE 5 KEBUN BARU LINK 2 SINGAPORE 560179,1.376904181,103.8362181,TE6,MAYFLOWER MRT STATION,1.372396217,103.8369526,56259,HORIZON GDNS,1.37684444,103.8348403,505.1253709,153.4775729
336 ANG MO KIO AVE 1,336 ANG MO KIO AVENUE 1 ANANIAS CENTRE (AMK) SINGAPORE 560336,1.363593847,103.8517844,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54321,BLK 354,1.36398467,103.8523779,734.6592409,78.92629485
335 ANG MO KIO AVE 1,335 ANG MO KIO AVENUE 1 TECK GHEE VIEW SINGAPORE 560335,1.363209968,103.8506906,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54091,BLK 331,1.36167975,103.850928,745.2625957,171.253739
401 ANG MO KIO AVE 10,401 ANG MO KIO AVENUE 10 SINGAPORE 560401,1.361017656,103.8553876,NS16,ANG MO KIO MRT STATION,1.369856575,103.8495803,54371,BLK 409 MKT/FC,1.36238306,103.8556828,1171.716641,154.5132664
